contract_address,name,symbol,decimals
syo1.mtmx.near,Antalya Şirinyalı 1477,SYO1,24
szk-1618.meme-cooking.near,suzuki,SZK,18
t.tkn.near,Tmb,T,18
token.testtge.near,Test AI Token,TAI,18
taliban.tkn.near,Taliban Token,TALIBAN,18
tamil.tkn.near,TAMIL CRYPTO,TAMIL,18
tao.tkn.near,TAO Token,TAO,18
tara.tkn.near,Astro,TARA,18
taste.tfactory.near,Test Test Test,TASTE,18
taygay.gra-fun.near,tysongay,taygay,24
tb.aidols.near,TrendBlender,TB,24
tbr.tkn.near,The Burning Realm,TBR,2
theburningrealm.near,The Burning Realm,TBR,2
tbt.tkn.near,THEBESTNEARTOKEN,TBT,18
e306dc952aea636a77874c3da2ed8ad742a9a6b0091d6ad7ebaaf8f76ab3a404,TestCoin,TC,6
tcc.aidols.near,TRUMPcoin Custodian,TCC,24
tckt.tkn.near,Mintickt,TCKT,18
tclots.aidols.near,Tits in clothes ,TClots,24
te2025.gra-fun.near,Economisc,TE2025,24
tears.aidols.near,Tears,TEARS,24
technicorumtest.tkn.near,Test Token,TECHNICORUMTEST,18
tee.aidols.near,TEEties,TEE,24
tee-1594.meme-cooking.near,TEE(ties),TEE,18
ter.tkn.near,SkyNet,TER,10
terminus.token0.near,TERMINUS coin,TERMINUS,18
tesla.tknx.near,TESLA,TESLA,17
test.gra-fun.near,test,Test,24
test.tkn.near,Test,TEST,18
testb2.near,TestB2,TestB2,10
testb6.near,TestB6,TestB6,10
testb8.near,TestB8,TestB8,10
testin.tkn.near,testin,testin,0
testing.tkn.near,Testing ,TESTING,18
testla.tknx.near,TESTLA,TESTLA,17
testo1.tfactory.near,Test 1 token,TESTO,18
testtoken.factory.passby.near,Test Token,testtoken,18
testtoken123.tkn.near,TestToken,TestToken123,18
textroyale.near,Text Royale,TEXT,8
text.tkn.near,Secret Message Specie,TEXT,18
tfrog1.tfactory.near,tfrog,TFROG,18
tg.token0.near,Telegram,TG,18
tganza.aidols.near,TrumpGanza,TGANZA,24
thewhitehouse.tkn.near,"The White House is the official residence and workplace of the president of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C., and has been the residence of every U.S. president since John Adams in 1800.",THEWHITEHOUSE,18
thgst.gra-fun.near,Jolly Gangster,thgst,24
thing.tkn.near,THING,THING,18
thisisatestasyoucanseewwwcococom.tkn.near,this is the token name,thisisatestasyoucanseewwwcococom,18
thusky.tkn.near,HuskyTest,THUSKY,1
thx.tkn.near,thank you,THX,18
tia-token.theiadev.near,Theia,TIA,18
tiktok.tkn.near,TikCrypt,TIKTOK,18
timer-1281.meme-cooking.near,TradeTimer,TIMER,18
timur.tkn.near,Shakirov Shakirov,TIMUR,18
tiny.tkn.near,Tiny Cash,TINY,18
tip.aidols.near,Tip,Tip,24
tits.aidols.near,Chief of TITS ,TITS,24
tkbn.aidols.near,TokenBean,TKBN,24
tkntdbt.aidols.near,Token Tidbit,TKNTDBT,24
tkntlr.aidols.near,TokenTaylor,TKNTLR,24
tkntr.aidols.near,Tokenator,TKNTR,24
tkntrckstr.aidols.near,Token Trickster,TKNTRCKSTR,24
tkny.aidols.near,TokenTally,TKNY,24
tktn.aidols.near,Token Titan,TKTN,24
tktrooper.aidols.near,TokenTrooper,TKTrooper,24
tl.gra-fun.near,Tesla,TL,24
tlab-365.meme-cooking.near,TokenLab,TLAB,18
tlg.aidols.near,TokenLingo,TLG,24
tmg.aidols.near,TrendMeme Genie,TMG,24
test.meteor-point.near,Test Meteor Point,T-MPT,8
tnear.tkn.near,testnear,tnear,18
toes.tkn.near,Camel Token,TOES,13
toke.aidols.near,Toki,TOKE,24
token-9.aidols.near,new troken,token,24
token.aidols.near,Captain Crypto,TOKEN,24
tokenatorgen.aidols.near,Tokenator Genie,TokenatorGen,24
tokeneaseai.aidols.near,TokenEase,TokenEaseAI,24
tokent.aidols.near,TokenTaylor,TokenT,24
tokenteddy.aidols.near,TokenTeddy,TokenTeddy,24
tokenturbo.aidols.near,Token Turbo,TokenTurbo,24
tokenz.aidols.near,TokenZilla,TokenZ,24
tokn-6.aidols.near,Token Tails,TOKN,24
tokn.aidols.near,SCOREtastic,TOKN,24
tomate.dagro.near,Tomate,TOMATE,6
tomocat.tkn.near,Tomo Cat,TOMOCAT,18
39.omt.tg,The Open Platform,TON,24
tool.tool-box.near,Tool Box,TOOL,18
totamer.aidols.near,TokenTamer,ToTamer,24
touch.tkn.near,Jensen Huang's Touch,TOUCH,18
touchedbyjensen.laboratory.jumpfinance.near,Touched by Jensen,TOUCH,18
touched.tkn.near,Jensen Touched Illia,TOUCHED,24
touches.tkn.near,Proof of Touch,TOUCHES,18
touko.tkn.near,Toukocoin,TOUKO,24
tpl.tkn.near,T-Apple,TPL,18
tracker.tkn.near,Tracker,tracker,5
trans.token0.near,Transister ,TRANS,18
trash1.331a4daac1s.near,VEAX Trash Token (no value). Custom name.,TRASH1,24
trash2.331a4daac1s.near,VEAX Trash Token (no value). Custom name.,TRASH2,24
trash3.331a4daac1s.near,VEAX Trash Token (no value). Custom name.,TRASH3,24
trda.aidols.near,Traderina,TRDA,24
tre.token0.near,Seksy ,TRE,18
trex.token0.near,Green Dino🦖,TREX,18
tri.tkn.near,Illia Flexed Triceps,TRI,18
tribe.tkn.near,Webank TRIBE,TRIBE,18
trillion.aidols.near,Trillion Nova,TRILLION,24
token.triptex.near,Triptex Token,TRIPX,24
trmp1.token0.near,Trump,TRMP,18
trmp.token0.near,Trumb,TRMP,18
token.trmr-tkn.near,Transformer,TRMR,18
trmubd.gra-fun.near,TRUMP Unity,trmubd,24
troll.token0.near,TROLLCOIN / TON / NEAR,TROLL,18
trump.gra-fun.near,Trump,Trump,24
trump.tfactory.near,Trump,Trump,18
trump.tknx.near,TRUMP,TRUMP,18
sol-c58e6539c2f2e097c251f8edf11f9c03e581f8d4.omft.near,OFFICIAL TRUMP,TRUMP,6
trump-355.meme-cooking.near,TRUMP,TRUMP,18
trump.tkn.near,Donald Trump Token,TRUMP,18
trump-225.meme-cooking.near,THE DONALD TRUMP,TRUMP,18
trump47-391.meme-cooking.near,Trump47 ,Trump47,18
trumpe1.tfactory.near,Thinking TRUMPE,TRUMPE,18
trumpepe.tfactory.near,Trumpepe,TRUMPEPE,18
trumptn.aidols.near,TrumpToon,TRUMPTN,24
trustus.errrrrooorrr.near,T̴͍̫͋R̷̦̅́̇U̸̧̜̇̉̈S̷̫̪͓͎͐T̵͔̪͉̹̅ ̷̼͉̝͎͌̓̒U̴̝̅͠S̴͔̃̈,T̴͍̫͋R̷̦̅́̇U̸̧̜̇̉̈S̷̫̪͓͎͐T̵͔̪͉̹̅,8
truthk.gra-fun.near,Unlock Insights,truthk,24
tscore.gra-fun.near,TrustScore,TSCORE,24
tsla.tkn.near,TSLA,TSLA,18
tsoy.tkn.near,Tsoy Zhiv Proof,TSOY,3
tspark.aidols.near,Token Spark Genie,TSPARK,24
rat.norfolktestnet.near,bingo,TST,24
bingo.norfolktestnet.near,bingo,TST,24
rattt.norfolktestnet.near,bingo,TST,24
pom.norfolktestnet.near,bingo,TST,24
tst.gra-fun.near,TEST,TST,24
tstn.tkn.near,TESTINGTOKEN,TSTN,18
tsts.gftest3.near,tstn,tsts,24
tsts119156.gftest3.near,tstn,tsts119156,24
tsts129934.gftest3.near,tstn,tsts129934,24
tsts15122.gftest3.near,tstn,tsts15122,24
tsts166592.gftest3.near,tstn,tsts166592,24
tsts201135.gftest3.near,tstn,tsts201135,24
tsts20661.gftest3.near,tstn,tsts20661,24
tsts209328.gftest3.near,tstn,tsts209328,24
tsts216483.gftest3.near,tstn,tsts216483,24
tsts247842.gftest3.near,tstn,tsts247842,24
tsts255525.gftest3.near,tstn,tsts255525,24
tsts296047.gftest3.near,tstn,tsts296047,24
tsts300482.gftest3.near,tstn,tsts300482,24
tsts318808.gftest3.near,tstn,tsts318808,24
tsts328801.gftest3.near,tstn,tsts328801,24
tsts335955.gftest3.near,tstn,tsts335955,24
tsts337723.gftest3.near,tstn,tsts337723,24
tsts370637.gftest3.near,tstn,tsts370637,24
tsts470894.gftest3.near,tstn,tsts470894,24
tsts473783.gftest3.near,tstn,tsts473783,24
tsts475930.gftest3.near,tstn,tsts475930,24
tsts531340.gftest3.near,tstn,tsts531340,24
tsts558938.gftest3.near,tstn,tsts558938,24
tsts58843.gftest3.near,tstn,tsts58843,24
tsts605823.gftest3.near,tstn,tsts605823,24
tsts612364.gftest3.near,tstn,tsts612364,24
tsts616213.gftest3.near,tstn,tsts616213,24
tsts660434.gftest3.near,tstn,tsts660434,24
tsts672902.gftest3.near,tstn,tsts672902,24
tsts677834.gftest3.near,tstn,tsts677834,24
tsts696017.gftest3.near,tstn,tsts696017,24
tsts712677.gftest3.near,tstn,tsts712677,24
tsts736005.gftest3.near,tstn,tsts736005,24
tsts781614.gftest3.near,tstn,tsts781614,24
tsts784304.gftest3.near,tstn,tsts784304,24
tsts831243.gftest3.near,tstn,tsts831243,24
tsts872395.gftest3.near,tstn,tsts872395,24
tsts906714.gftest3.near,tstn,tsts906714,24
tsts908469.gftest3.near,tstn,tsts908469,24
tsts924237.gftest3.near,tstn,tsts924237,24
tt.factory.passby.near,Test Token,TT,18
ttac.aidols.near,Token Tactician,TTAC,24
ttkn.aidols.near,Token Titan,TTKN,24
ttn.aidols.near,Token Titan,TTN,24
ttop-7.aidols.near,TokenTrooper,TTOP,24
ttop.aidols.near,TokenTrooper,TTOP,24
t0-the-plut0.gftest2.near,To the Pluto,TTP,24
t0-the-plut0.gftest1.near,To the Pluto,TTP,24
t0-the-plut0.gftest.near,To the Pluto,TTP,24
t0-the-plut0.gftest3.near,To the Pluto,TTP,24
ttrot.aidols.near,TokenTrotter,TTrot,24
ttt.aidols.near,Token TikTok,TTT,24
tttest.tkn.near,Test Tokem,TTTEST,18
tttest1.tkn.near,Test Token,TTTEST1,3
tttrump.aidols.near,Token Tussle Trump,TTTrump,24
tty.rugfactory.near,AI Terminal,TTY,24
eth-0xa35923162c49cf95e6bf26623385eb431ad920d3.omft.near,Turbo,TURBO,18
sol-df27d7abcc1c656d4ac3b1399bbfbba1994e6d8c.omft.near,Turbo,TURBO,8
tusk.tkn.near,Elon TUSK,TUSK,18
tuxa.tkn.primitives.near,Tuxappcoin,TUXA,24
tuxa.tkn.near,Tuxappcoin,TUXA,18
twz.aidols.near,TokenWhiz,TWZ,24
tygs.tkn.near,$TYGS,TYGS,18
tyo-1074.meme-cooking.near,thanksgivingYo,TYO,18
ua.token0.near,Brave people ,UA,18
ua.gra-fun.near,Ukraine Freedom(UNIAN),UA,24
ua.aidols.near,Victory,UA,24
uct.tkn.near,Universal Clock Tick,UCT,18
ud.token0.near,Universal Dada,UD,18
ukc.tkn.near,Ukrainian Coin,UKC,18
ukr.token0.near,Make Ukraine Great Again,UKR,18
ultameta.gra-fun.near,Extraterrestrial Network,ultameta,24
libre_instrument_1.near,Libre Institutional USD Money Market A1,UMA1,18
uncooked-618.meme-cooking.near,UNCOOKED,UNCOOKED,18
unet.tkn.near,Unique One Network,UNET,18
uni.tkn.near,Webank UNI,UNI,18
eth-0x1f9840a85d5af5bf1d1762f925bdaddc4201f984.omft.near,Uniswap,UNI,18
uniaidogeaidoge.tknx.near,AI Doge,uniaidogeaidoge,6
unidragonworlddragon.tknx.near,DragonWorld,unidragonworlddragon,6
unifattoken.near,UniFat,UNIFAT,6
uniinscription.tknx.near,Inscription,UniINSCRIPTION,6
uniinstwo.tknx.near,Inscription,UniINSTwo,6
uniot.tkn.near,Uniot,UNIOT,18
embr.playember_reserve.near,Unites,UNTS,24
up.dagro.near,Up,UP,6
upcember-1169.meme-cooking.near,Upcember,Upcember,18
updog-237.meme-cooking.near,NEARUPDOG,UPDOG,18
upi.dagro.near,Upi,UPI,6
uplift22.aidols.near,UpliftBot,Uplift22,24
urukche.tkn.near,Uruk-Che,URUKCHE,18
usagi.token0.near,USAGI,USAGI,18
usaid.gra-fun.near,USAID,USAID,24
uscsc.tkn.near,US Comp Supply Corp,USCSC,18
usd.tkn.near,USD Token,USD,21
38.contract.portalbridge.near,USD Coin,USDC,8
pol-0x3c499c542cef5e3811e1192ce70d8cc03d5c3359.omft.near,USD Coin,USDC,6
12.contract.portalbridge.near,USDC,USDC,6
39.contract.portalbridge.near,USD Coin,USDC,6
41.contract.portalbridge.near,USD Coin,USDC,6
sol-5ce3bf3a31af18be40ba30f721101b4341690186.omft.near,USD Coin,USDC,6
16.contract.portalbridge.near,USD Coin,USDC,6
eth-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.duse.near,USD Coin,USDC,6
3.contract.portalbridge.near,USD Coin (Wormhole),USDC,6
base-0x833589fcd6edb6e08f4c7c32d4f71b54bda02913.omft.near,USD Coin,USDC,6
7.contract.portalbridge.near,USD Coin (PoS),USDC,6
14.contract.portalbridge.near,USD Coin,USDC,6
40.contract.portalbridge.near,USD Coin,USDC,6
gnosis-0x2a22f9c3b484c3629090feed35f17ff8f88f76f0.omft.near,Bridged USDC,USDC,6
arbitrum-0xaf88d065e77c8cc2239327c5edb3a432268e5831.duse.near,USD Coin,USDC,6
eth-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.omft.near,USD Coin,USDC,6
base-0x833589fcd6edb6e08f4c7c32d4f71b54bda02913.duse.near,USD Coin,USDC,6
bsc-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d.omft.near,USD Coin,USDC,18
arb-0xaf88d065e77c8cc2239327c5edb3a432268e5831.omft.near,USD Coin,USDC,6
usdc.tkn.near,wUSDC,USDC,18
gnosis-0xddafbb505ad214d7b80b1f830fccc89b60fb7a83.omft.near,USD//C on xDai,USDC,6
37.contract.portalbridge.near,USD Coin,USDC,6
usdf.usdf.burntest.near,usdf,USDF,18
usdfx.near,USDFX,USDFX,6
18.contract.portalbridge.near,TetherToken,USDt,6
sol-c800a4bd850783ccb82c2b2c7e84175443606352.omft.near,Tether USD,USDT,6
arb-0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9.omft.near,Tether USD,USDT,6
4.contract.portalbridge.near,Tether USD (Wormhole),USDT,6
usdt.tkn.near,USDT,USDT,18
10.contract.portalbridge.near,USDT,USDT,6
eth-0xdac17f958d2ee523a2206206994597c13d831ec7.omft.near,Tether USD,USDT,6
bsc-0x55d398326f99059ff775485246999027b3197955.omft.near,Tether USD,USDT,18
usf-token.near,STABLE,USF,18
usm.gra-fun.near,USMeme,USM,24
usm.tkn.near,USMeme,USM,18
usmensupport.token0.near,USMen ARMY,USMENSUPPORT,18
usmmm.token0.near,USMeme,USMMM,18
usnr.tkn.near,US New Republic,USNR,1
uss.aidols.near,Crypto Commander,USS,24
uss-4.aidols.near,Cryptodactyl USS,USS,24
ust.token.a11bd.near,TerraUSD,UST,24
usus.tkn.near,usus.finance,USUS,18
usyc.near,US Yield Coin,USYC,6
uu76.aidols.near,Unpredictable Unicycle,UU76,24
uwonnft.token0.near,Looking for buyers for my NFTs,UWONNFT,18
vda.token0.near,VIDIA,VDA,18
vdsvsd.aidols.near,vdvd,vdsvsd,24
veax-1499.meme-cooking.near,Shitty meme,VEAX,18
veganfriends.tkn.near,Vegan Friends Token,VEGANFRIENDS,18
versi.gra-fun.near,VERSICOIN,VERSI,24
vhealios.tkn.near,vHEALIOS,vHEALIOS,6
vie.token0.near,Vie Coin,VIE,18
vie1.token0.near,Vie Coin,VIE,18
viet.tfactory.near,Vietnam,VIET,18
vino.tkn.primitives.near,TOTO,VINO,18
vlad.tkn.near,Vlad Writes Code,VLAD,3
vnpad.tkn.near,Vesting NearPAD,vNPAD,18
vow_token.near,VOW NEAR fungible token,VOW,24
7f3d1be6c7322ca5a792900b3a42d7131251628b2bbe9e1515e7b4973ede4aee,Vortex Gaming,VRTX,18
vsrbt.token0.near,Vanilla Sorbet,VSRBT,18
vvp.tfactory.near,Putin,VVP,18
apple.vizionpro.near,VizionPro,VZP,18
w33d.tkn.near,Pass the dutch. ,W33D,0
wa2025.gra-fun.near,Economic ,WA2025,24
wafi.tkn.near,Water & Fire Token,WAFI,10
wan.gra-fun.near,WE ARE NEAR,WAN,24
wang-246.meme-cooking.near,Bowen’s Wang,WANG,18
watcth.gra-fun.near,Observe Now,watcth,24
watto-1563.meme-cooking.near,We only accept mpETH,WATTO,18
ft.waxcoin.near,Wax,WAX,24
dv31egkulq.vrtx,WhiteBook,WB,18
35.contract.portalbridge.near,Wrapped BNB,WBNB,8
wbnb.hot.tg,Wrapped BNB,WBNB,18
wbsc.tkn.near,WrappedBSC,WBSC,18
36.contract.portalbridge.near,Wrapped BTC,WBTC,8
wbtc.token0.near,Wrapped BTC,WBTC,18
wotacrystal.laboratory.jumpfinance.near,WOTA Crystal,WCRL,18
wct.leonard0.near,WordChain Token,WCT,24
wdai.tkn.near,wDAI,WDAI,18
wdragon.tkn.near,⬜🐉WHITE DRAGON 🐉⬜,WDRAGON,18
we3.tkn.near,WE3 Token,WE3,18
wealth.tkn.near,WEALTH,WEALTH,18
24.contract.portalbridge.near,Wrapped Ether,WETH,8
26.contract.portalbridge.near,Wrapped Ether,WETH,8
gnosis-0x6a023ccd1ff6f2045c3309768ead9e68f978f6e1.omft.near,Wrapped Ether on xDai,WETH,18
1.contract.portalbridge.near,Wrapped Ether (Wormhole),WETH,8
6.contract.portalbridge.near,Wrapped GLMR,WGLMR,8
wgpt.near,WhatsGPT,WGPT,6
whale-301.meme-cooking.near,Whaly🐋,WHALE,18
whale.aidols.near,Whale Gen,WHALE,24
whale.gra-fun.near,The Whale,WHALE,24
whales.tkn.near,NEAR WHALES,WHALES,4
when.gra-fun.near,WHEN,WHEN,24
whenmoon.gra-fun.near,When Altseason??,WHENMOON,24
whitedragon.tkn.near,White Dragon,WHITEDRAGON,18
whot.gra-fun.near,HOT,wHOT,24
whuffie.tkn.near,Whuffie - Reputation Currency,WHUFFIE,0
why.tkn.near,"Why do you buy $12k of a fake impersonator rug coin, and not buy $STOP? Check the message above. $STOP is not a rug, 100% of supply is in LP, and 100% of LP is burned (if you need proof, DM @NeedSomeBakuretsu), just buy my shitcoin and get rich https://dexscreener.com/near/refv1-4828 and we have a telegram t.me/stopbuyingrugs pls join and dont sell!!!",WHY,18
wif.token0.near,Dogwifhat,WIF,18
sol-b9c68f94ec8fd160137af8cdfe5e61cd68e2afba.omft.near,dogwifhat,WIF,6
wif.tkn.near,Gold Dragon Wif Hat,WIF,18
wif1.token0.near,Dogwifhat,WIF,18
willa.tknx.near,willa,willa,18
willa.tkn.near,WILLA,willa,18
willyoumarryme.tkn.near,Will You Marry Me?,WILLYOUMARRYME,0
wins.token0.near,Winner,WINS,18
5.contract.portalbridge.near,Wrapped Klay,WKLAY,8
wllntp.gra-fun.near,Wall Only,wllntp,24
wmn-1231.meme-cooking.near,Women in Blockchain Meetup 5th December,WMN,18
wnear.tkn.near,wnear,WNEAR,18
token.karim-dev.near,Wrapped Near,WNEAR,24
wnk.gra-fun.near,WANK,wnk,24
wnpad.tkn.near,Wrapped NearPAD,wNPAD,18
wojak.tkn.near,WojakOnNear,wojak,18
wojakannouncement.tkn.near,$Wojak Presale is live! Presale wallet:  wojaks.near  - Make sure to send Near Token as payment - Send only from native wallets(no CEXes) NFA DYOR Twitter post: https://twitter.com/WojakOnNear/status/1774763278322868617 For Questions join our tg group: https://t.me/wojaksonnear,WOJAKAnnouncement,18
wolf.token0.near,WOLF,WOLF,18
youwon500neartoclaimyourgainwwwnearw.laboratory.jumpfinance.near,🎁You won 500 NEAR🎁 To claim your gain👉www.nearwon.com,WON,18
youwon400neartoclaimyourgainwwwlotte.laboratory.jumpfinance.near,🎁You won 400 NEAR🎁 To claim your gain👉www.lottery-near.com,WON,12
youwon400neartoclaimyourgainwwwnearl.laboratory.jumpfinance.near,🎁You won 400 NEAR🎁 To claim your gain👉www.near-lottery.com,WON,12
youwon500neartoclaimyourgainwwwraffl.laboratory.jumpfinance.near,🎁You won 500 NEAR🎁 To claim your gain👉www.rafflenear.com,WON,18
youwon500neartoclaimyourgainwwwnearl.laboratory.jumpfinance.near,🎁You won 500 NEAR🎁 To claim your gain👉www.nearlottery.com,WON,18
youwon500neartoclaimyourgainwwwlotte.laboratory.jumpfinance.near,🎁You won 500 NEAR🎁 To claim your gain👉www.lotterynear.com,WON,18
wood.gra-fun.near,Rotted Wood,Wood,24
wood.token0.near,Rotted Wood,WOOD,18
work-1583.meme-cooking.near,Slack Channel,WORK,18
worm.gra-fun.near,Worms,WORM,24
wow.gra-fun.near,wow elon musk wow,wow,24
wow-1208.meme-cooking.near,WOW,Wow,18
wow-1207.meme-cooking.near,WOW,WOW,18
wst.tkn.near,Wolves Token,WST,18
wtf.gra-fun.near,WTF,WTF,24
wtfdafuq.gra-fun.near,What the Trend,wtfdafuq,24
wumbocoin.near,Wumbo,WUMBO,4
wusdc.tkn.near,wUSDC,WUSDC,18
wusdt.tkn.near,wUSDT,WUSDT,18
wwire.aidols.near,WoofWire,WWire,24
wzp.aidols.near,WazzupBot,WZP,24
xabr.a11bd.near,xABR Token,xABR,24
xaki.gra-fun.near,xaki ,xaki,24
1111111111111222222222222222www22223.laboratory.jumpfinance.near,🎁111 111 1111 111🎁 22 22222 2222 2222👉www.2222-3333333.com,XCBR,18
xcorn.v1.corn-staging.near,Staked CORN,xCORN,18
gnosis.omft.near,xDAI,xDAI,18
xjumptoken.jumpfinance.near,xJUMP,xJUMP,18
xp.heroes.near,HEROES REPUTATION,XP,6
xpo.tkn.near,EXPOSURE,XPO,18
xtoken.ref-finance.near,xRef Finance Token,xREF,18
xrfix.aidols.near,FixUpX Agent,XRFIX,24
xrpest.gra-fun.near,XRP Enthusiast,xrpest,24
xslymn.token0.near,xslymn,XSLYMN,18
xusm.tkn.near,ANTI USMeme,xUSM,18
xwiftrx-728.meme-cooking.near,Xwiftrx Ai,XWIFTRX,18
xxx.tkn.near,Иксы,XXX,18
xxx.token0.near,XXX,XXX,18
xyi.tkn.near,XYI Test FT Token,XYI,18
yachi-1381.meme-cooking.near,YACHI,YACHI,18
yang.yinyangtoken.near,Yang Token,YANG,4
yantest.tkn.near,Yan_TestToken,YANTEST,18
yeji.token0.near,Yeji Kim,YEJI,18
yepyep.aidols.near,Yellow PEPE,YEPYEP,24
yes.token0.near,Cgzao,YES,18
yes.tkn.near,YES,YES,18
yin.yinyangtoken.near,Yin Token,YIN,4
ynp.tkn.near,Yashannapolis,YNP,18
yolo.token0.near,YOLO,YOLO,18
yolo1.token0.near,GOD of YOLO,YOLO,18
yonocoin.near,Years Of No Opposition,YONO,8
youwon1000neartoclaimyourgainwwwnear.laboratory.jumpfinance.near,🎉You won 1000 NEAR!🎉To claim your gain:👉www.near-lottery.org,🎉You won 1000 NEAR!🎉To claim your gain:👉www.near-lottery.org,1
compliments.laboratory.jumpfinance.near,🎉Compliments,🎉You won 500 NEAR!🎉To claim your gain:👉www.lottery-near.org,1
101.laboratory.jumpfinance.near,101,🎉You won 500 NEAR!🎉To claim your gain:👉www.lotterynear.org,0
compliment.laboratory.jumpfinance.near,🎉Compliment,🎉You won 500 NEAR!🎉To claim your gain:👉www.lotterynear.org,1
congratulations.laboratory.jumpfinance.near,🎉Congratulations,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-lottery.org,1
1.laboratory.jumpfinance.near,1,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-lottery.org,0
congratulation.laboratory.jumpfinance.near,🎉Congratulation,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-lottery.org,1
congrats.laboratory.jumpfinance.near,🎉Congrats,🎉You won 500 NEAR!🎉To claim your gain:👉www.nearlottery.org,1
01.laboratory.jumpfinance.near,01,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-raffle.com,0
o.laboratory.jumpfinance.near,O,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-raffle.com,0
001.laboratory.jumpfinance.near,001,🎉You won 500 NEAR!🎉To claim your gain:👉www.nearraffle.com,0
10.laboratory.jumpfinance.near,10,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-raffle.org,0
02.laboratory.jumpfinance.near,02,🎉You won 500 NEAR!🎉To claim your gain:👉www.raffle-near.com,0
youwon500neartoclaimyourgainwwwverol.laboratory.jumpfinance.near,You won 500 NEAR! To claim your gain: www.verolottery.com,You won 500 NEAR! To claim your gain: www.verolottery.com,1
youwon600neartoclaimyourgainwwwnearl.laboratory.jumpfinance.near,🎉You won 600 NEAR!🎉To claim your gain:👉www.near-lottery.org,🎉You won 600 NEAR!🎉To claim your gain:👉www.near-lottery.org,1
ysx.tkn.near,YupStaxx Coin,YSX,0
yt.token0.near,YouTube,YT,18
yte-323.meme-cooking.near,Yeet,YTE,18
yuca.dagro.near,Yuca,YUCA,6
yupland.gra-fun.near,YupLand,YupLand,24
yupland.tkn.near,YUPLAND,YUPLAND,0
yusdf.usdf.burntest.near,yUSDF,yUSDF,18
yusuf.token0.near,The Türkiye Hitman,YUSUF,18
yvz.tkn.near,Yavuz Token,YVZ,18
zanahoria.dagro.near,Zanahoria,ZANAHORIA,6
zapilidveri.token0.near,DVERI ZAPILI MNE,ZAPILIDVERI,18
zapote.dagro.near,Zapote,ZAPOTE,6
zbl.aidols.near,ZuckBot: Human-AI Liaison,ZBL,24
zbr.tkn.near,ZUBRA_1_BYN_24,ZBR,0
zec.omft.near,Zcash,ZEC,8
zentai.token0.near,NICKYMASK.COM,ZENTAI,18
zero.gra-fun.near,ZERO,ZERO,24
zeus.token0.near,ZEUS,ZEUS,18
zhaimie.tkn.near,Zhaimie,ZHAIMIE,0
ziggy.tkn.near,Ziggy,ZIGGY,18
zip-366.meme-cooking.near,ZIPPO,ZIP,18
zk-usdc.zkrouter.near,ZK USDC,zkUSDC,6
ft.zomland.near,ZomLand Token,ZML,24
zml.tkn.near,ZomLand Token,ZML,18
zmpl.tkn.near,Zample Token ,ZMPL,18
v1.guild-covenant.near,zNEAR nonMTM (USDC),zNEARnM-USDC,18
zoe-1188.meme-cooking.near,Zoe,ZOE,18
zombie.token0.near,The Undead,ZOMBIE,18
zore.gra-fun.near,Zoropunk,Zore,24
zwrp.tkn.near,Zeitwarp ,ZWRP,18
lolcoin.qbit.near,Q-bit LOL-coin,ЛОЛ,2
